145
1	0.001650165
2	0.001650165
3	0.003750375
4	0.00290029
5	0.001650165
6	0.001250125
7	0.00250025
8	0.00250025
9	0.0150015
10	0.001250125
11	0.0050005
12	0.0080008
13	0.0050005
14	0.000830083
15	0.00050005
16	0.00250025
17	0.001250125
18	0.001250125
19	0.00250025
20	0.000830083
21	0.01250125
22	0.00250025
23	0.001250125
24	0.010001
25	0.0050005
26	0.000710071
27	0.001650165
28	0.0050005
29	0.000550055
30	0.00050005
31	0.010001
32	0.007950795
33	0.00830083
34	0.000450045
35	0.007875788
36	0.001250125
37	0.001250125
38	0.001650165
39	0.00250025
40	0.00250025
41	0.0010001
42	0.0030003
43	0.01250125
44	0.0010001
45	0.01250125
46	0.00330033
47	0.000710071
48	0.000830083
49	0.002490249
50	0.000710071
51	0.0160016
52	0.000550055
53	0.000830083
54	0.00660066
55	0.0050005
56	0.000550055
57	0.001250125
58	0.009150915
59	0.00050005
60	0.00050005
61	0.00330033
62	0.00250025
63	0.004950495
64	0.0050005
65	0.008925893
66	0.0050005
67	0.02220222
68	0.00250025
69	0.00250025
70	0.00250025
71	0.0050005
72	0.000840084
73	0.00250025
74	0.00250025
75	0.001250125
76	0.070077008
77	0.010001
78	0.000830083
79	0.0030003
80	0.006810681
81	0.00740074
82	0.00250025
83	0.020002
84	0.001660166
85	0.013211321
86	0.000625063
87	0.040004
88	0.132513251
89	0.0050005
90	0.01250125
91	0.00250025
92	0.00250025
93	0.00250025
94	0.0050005
95	0.009150915
96	0.00330033
97	0.00070007
98	0.014951495
99	0.000850085
100	0.013251325
101	0.00250025
102	0.002850285
103	0.000710071
104	0.0050005
105	0.001250125
106	0.001650165
107	0.001650165
108	0.00250025
109	0.0050005
110	0.00250025
111	0.001250125
112	0.00250025
113	0.003735374
114	0.001250125
115	0.004150415
116	0.001650165
117	0.001650165
118	0.007955796
119	0.00660066
120	0.00250025
121	0.01750175
122	0.00540054
123	0.018126813
124	0.136263626
125	0.00330033
126	0.001250125
127	0.003750375
128	0.006650665
129	0.026152615
130	0.0050005
131	0.00750075
132	0.001650165
133	0.001250125
134	0.001650165
135	0.000550055
136	0.011251125
137	0.001250125
138	0.001650165
139	0.001660166
140	0.00250025
141	0.001650165
142	0.00250025
143	0.00290029
144	0.000830083
145	0.00250025
