1796
1	1009	3
1	1089	3
1	1107	3
1	1039	3
1	1055	2
1	1058	4
1	1054	2
1	1065	4
1	1095	5
1	1199	2
1	1096	3
1	1079	2
1	1209	2
1	1098	5
1	1017	4
1	1018	5
1	1017	3
1	1065	3
1	1135	2
1	1185	3
1	1190	2
1	1128	3
1	1207	2
2	1103	5
2	1118	2
2	1065	4
2	1207	3
2	1135	3
2	1151	2
2	1205	2
2	1024	2
2	1080	4
2	1105	5
2	1174	5
2	1009	3
2	1060	3
2	1075	3
2	1087	3
2	1054	3
2	1062	3
2	1142	3
2	1061	3
2	1225	3
3	1160	5
3	1060	3
3	1162	3
3	1163	3
3	1066	3
3	1061	3
3	1125	3
3	1161	3
3	1143	3
3	1124	3
3	1141	3
3	1144	3
3	1210	3
4	1207	3
4	1009	3
4	1135	3
4	1055	2
4	1065	2
4	1118	2
4	1151	2
4	1075	2
4	1076	2
4	1079	2
4	1142	2
4	1199	2
4	1209	2
4	1084	2
4	1087	2
4	1054	2
4	1068	2
4	1074	2
5	1107	3
5	1110	3
5	1114	3
5	1116	3
5	1207	3
5	1190	3
6	1081	2
6	1009	3
6	1035	3
6	1039	4
6	1058	2
6	1075	2
6	1107	3
6	1110	3
6	1114	3
6	1116	3
6	1022	2
6	1190	3
6	1079	2
6	1207	3
6	1135	3
6	1055	2
6	1065	2
6	1118	2
6	1151	2
6	1076	2
6	1142	2
6	1199	2
6	1209	2
6	1084	2
6	1087	2
6	1054	2
6	1068	2
6	1074	2
7	1054	2
7	1055	4
7	1045	5
7	1055	3
7	1044	3
7	1043	3
7	1058	2
7	1060	2
7	1065	4
7	1118	2
7	1135	3
7	1089	3
7	1151	4
7	1075	2
7	1079	2
7	1199	2
7	1205	5
7	1209	2
7	1226	5
7	1087	4
7	1056	3
8	1055	2
8	1056	2
8	1058	2
8	1060	2
8	1151	2
8	1171	2
8	1084	2
8	1085	2
8	1149	2
8	1108	3
8	1107	3
8	1195	2
8	1075	2
8	1143	2
8	1222	2
8	1219	2
8	1112	2
8	1147	2
8	1009	3
8	1035	3
9	1135	2
9	1080	2
9	1058	2
9	1009	3
9	1190	3
9	1039	3
9	1107	3
9	1207	3
9	1092	2
9	1173	2
9	1194	2
9	1068	2
9	1108	3
9	1221	2
10	1165	2
10	1168	3
10	1146	2
10	1149	2
10	1126	2
10	1127	2
10	1122	2
10	1141	2
10	1039	3
11	1165	2
11	1167	3
11	1205	5
11	1108	3
11	1010	3
11	1075	2
11	1120	2
11	1055	2
11	1058	2
11	1060	2
11	1065	4
11	1118	2
11	1151	4
11	1079	2
11	1077	2
11	1087	2
11	1147	2
11	1139	2
11	1127	2
11	1143	2
11	1144	2
11	1140	2
11	1138	2
11	1137	2
11	1133	2
11	1034	2
11	1086	2
11	1089	2
11	1068	2
11	1074	2
11	1191	2
11	1081	2
11	1227	2
11	1154	2
11	1028	2
11	1094	2
11	1097	2
11	1190	2
11	1054	2
11	1084	2
11	1121	2
11	1122	2
11	1126	2
11	1128	2
11	1130	2
11	1018	5
11	1017	3
11	1065	3
11	1125	2
11	1073	2
11	1082	2
11	1056	4
11	1103	2
11	1142	2
11	1085	2
11	1196	2
11	1208	2
11	1009	2
11	1050	2
11	1037	2
11	1201	2
11	1032	2
11	1100	2
11	1122	2
11	1019	2
11	1039	3
12	1009	3
12	1094	3
12	1135	3
13	1205	5
13	1042	5
13	1126	3
13	1127	3
13	1141	3
13	1137	3
13	1058	2
13	1065	4
13	1151	4
13	1080	2
13	1209	2
13	1056	3
13	1084	2
13	1103	2
13	1117	2
13	1039	3
13	1135	3
14	1010	3
14	1065	2
14	1054	2
14	1075	2
14	1151	2
14	1058	2
14	1087	2
14	1055	2
14	1076	2
14	1157	2
14	1074	2
14	1081	2
14	1068	2
14	1221	2
14	1039	3
14	1135	3
15	1205	5
15	1151	3
15	1056	3
15	1020	2
15	1018	5
15	1017	3
15	1183	2
15	1039	3
15	1065	4
16	1009	4
16	1018	5
16	1017	3
16	1007	2
16	1033	3
16	1039	3
16	1054	2
16	1060	2
16	1065	4
16	1068	2
16	1074	2
16	1075	2
16	1080	2
16	1087	2
16	1056	3
16	1088	2
16	1089	3
16	1097	2
16	1106	5
16	1128	3
16	1027	3
16	1107	3
16	1142	2
16	1149	2
16	1151	4
16	1152	3
16	1168	3
16	1165	2
16	1199	2
16	1205	5
16	1207	2
16	1135	3
17	1110	3
17	1018	5
17	1017	3
17	1098	5
17	1185	3
17	1128	3
17	1055	2
17	1065	4
17	1075	2
17	1209	2
17	1087	2
17	1009	3
17	1116	3
17	1190	3
17	1094	3
18	1054	2
18	1055	2
18	1065	2
18	1118	2
18	1151	2
18	1075	2
18	1142	2
18	1199	2
18	1084	2
18	1226	5
18	1087	4
18	1098	5
18	1185	3
18	1128	3
18	1108	3
18	1107	3
18	1039	3
18	1009	3
18	1089	3
19	1110	3
19	1098	5
19	1185	3
19	1128	3
19	1039	3
19	1176	2
20	1009	2
20	1135	2
20	1195	2
20	1097	2
20	1207	2
20	1119	2
20	1126	2
20	1136	2
20	1140	2
20	1141	2
20	1035	2
20	1149	2
20	1101	2
20	1028	2
20	1089	2
20	1186	2
20	1039	3
20	1165	2
20	1168	3
21	1009	2
21	1035	2
21	1097	2
21	1207	2
21	1126	2
21	1141	2
21	1065	2
21	1060	2
21	1151	4
21	1056	3
21	1205	5
21	1173	2
21	1031	2
21	1052	2
21	1039	3
21	1110	3
21	1065	3
22	1050	2
22	1150	2
22	1207	2
22	1009	2
22	1058	2
22	1054	2
22	1060	2
22	1074	2
22	1081	2
22	1075	2
22	1009	3
22	1094	3
23	1165	2
23	1167	3
23	1065	2
23	1054	2
23	1075	2
23	1074	2
23	1162	2
23	1062	2
23	1179	2
23	1121	2
23	1135	2
23	1050	2
23	1038	2
23	1015	2
23	1149	2
23	1151	2
23	1053	2
23	1039	3
24	1227	2
24	1015	2
24	1016	2
24	1017	4
24	1018	5
24	1050	2
24	1054	2
24	1056	3
24	1062	2
24	1065	4
24	1074	2
24	1075	2
24	1087	2
24	1089	3
24	1098	5
24	1185	3
24	1128	3
24	1103	5
24	1107	3
24	1120	2
24	1121	2
24	1125	2
24	1149	2
24	1145	2
24	1151	4
24	1168	2
24	1165	2
24	1167	3
24	1179	2
24	1205	5
25	1107	4
25	1009	4
25	1190	3
25	1165	2
25	1022	3
25	1176	2
25	1195	2
25	1041	2
26	1110	3
26	1057	2
26	1058	2
26	1209	2
26	1081	2
26	1151	2
26	1074	2
26	1075	2
26	1135	3
26	1094	3
26	1190	3
26	1195	3
27	1045	5
27	1065	3
27	1055	3
27	1044	3
27	1043	3
28	1211	2
28	1213	2
28	1009	2
28	1195	2
28	1022	2
28	1014	2
28	1210	3
28	1168	2
28	1221	2
29	1042	5
29	1127	3
29	1126	3
29	1141	3
29	1137	3
29	1065	2
29	1199	2
29	1058	4
29	1151	2
29	1209	2
29	1095	2
29	1096	3
29	1077	2
29	1055	2
29	1068	2
29	1109	2
29	1195	2
29	1143	2
29	1119	2
29	1009	4
29	1035	3
30	1009	4
30	1147	2
30	1133	2
30	1119	2
30	1143	2
30	1144	2
30	1195	2
30	1176	2
30	1021	2
30	1116	2
30	1094	3
30	1035	3
30	1190	3
30	1114	3
30	1107	3
30	1151	3
30	1056	3
31	1205	5
31	1018	5
31	1017	3
31	1054	2
31	1080	2
31	1087	2
31	1045	5
31	1043	3
31	1055	3
31	1044	3
31	1151	2
31	1209	2
31	1065	4
31	1084	2
31	1009	3
31	1089	3
31	1107	3
32	1056	4
32	1058	2
32	1151	4
32	1075	2
32	1080	2
32	1205	5
32	1065	3
32	1209	2
32	1084	2
32	1016	2
32	1081	2
32	1195	3
32	1135	3
32	1089	3
32	1121	2
32	1009	3
32	1035	3
32	1207	3
33	1055	4
33	1045	5
33	1044	3
33	1043	3
33	1055	3
33	1058	4
33	1096	3
33	1060	2
33	1065	4
33	1103	2
33	1113	2
33	1095	2
33	1118	2
33	1151	4
33	1074	2
33	1075	2
33	1077	2
33	1079	2
33	1199	2
33	1205	5
33	1056	3
33	1209	2
33	1084	2
33	1087	2
34	1065	4
34	1058	2
34	1151	4
34	1054	2
34	1087	2
34	1055	2
34	1060	2
34	1075	2
34	1009	3
34	1089	3
34	1135	3
34	1094	3
34	1107	3
34	1039	3
34	1056	3
35	1135	2
35	1079	2
35	1151	2
35	1054	2
35	1081	2
35	1018	5
35	1017	3
35	1065	3
35	1075	2
35	1055	2
35	1108	3
35	1221	2
36	1045	5
36	1065	3
36	1055	3
36	1044	3
36	1043	3
36	1205	5
36	1151	3
36	1056	3
36	1009	2
36	1035	3
36	1094	3
37	1009	3
37	1011	3
37	1035	3
37	1036	3
37	1039	3
37	1056	2
37	1089	3
37	1107	3
37	1123	2
37	1022	3
37	1173	2
37	1193	3
37	1202	3
37	1203	3
37	1221	2
38	1009	3
38	1011	3
38	1035	3
38	1046	2
38	1048	2
38	1039	3
38	1056	2
38	1089	3
38	1107	3
38	1134	3
38	1022	3
38	1173	2
38	1221	2
39	1105	5
39	1061	3
39	1080	3
39	1060	3
39	1075	3
39	1225	3
39	1142	3
39	1066	3
39	1045	5
39	1065	4
39	1055	4
39	1044	3
39	1043	3
39	1087	4
39	1226	5
39	1054	4
40	1022	3
40	1039	3
40	1009	3
40	1114	3
40	1116	3
40	1035	3
40	1089	3
40	1179	3
40	1190	3
40	1094	3
40	1115	3
40	1135	3
40	1207	3
40	1107	3
40	1144	2
40	1195	2
40	1136	2
40	1133	2
40	1147	2
40	1121	2
40	1128	2
40	1137	2
40	1143	2
40	1140	2
40	1178	3
40	1182	3
40	1111	3
41	1209	2
41	1054	2
41	1058	2
41	1065	2
41	1113	2
41	1074	2
41	1221	2
41	1018	5
41	1017	3
41	1065	3
42	1014	2
42	1031	2
42	1122	2
42	1126	2
42	1127	2
42	1138	2
42	1143	2
42	1164	2
42	1210	2
43	1008	2
43	1119	2
43	1007	2
43	1058	2
43	1068	2
43	1150	2
43	1074	2
43	1179	2
43	1215	2
43	1145	2
43	1165	2
43	1167	3
43	1184	3
43	1039	3
44	1221	2
44	1068	2
44	1165	2
44	1167	3
44	1180	2
44	1119	2
44	1062	2
44	1149	2
44	1015	2
44	1205	5
44	1056	3
44	1065	3
44	1151	3
44	1216	2
44	1192	2
45	1207	2
45	1195	2
45	1094	2
45	1089	2
45	1190	2
45	1009	2
46	1009	2
46	1210	2
46	1212	2
46	1218	2
46	1108	3
46	1039	3
47	1108	3
47	1210	2
48	1107	3
48	1094	2
48	1135	2
48	1097	2
48	1210	2
48	1089	3
48	1108	3
48	1218	2
48	1213	2
48	1195	2
48	1149	2
48	1218	2
49	1195	2
49	1135	2
49	1068	2
49	1067	2
49	1080	2
49	1210	2
49	1108	3
49	1148	2
49	1023	2
50	1189	3
50	1009	4
50	1012	3
50	1023	2
50	1035	2
50	1039	4
50	1054	2
50	1060	2
50	1065	2
50	1067	2
50	1080	2
50	1089	4
50	1094	4
50	1097	2
50	1068	2
50	1107	4
50	1108	3
50	1107	3
50	1110	2
50	1135	2
50	1151	2
50	1022	2
50	1177	2
50	1190	3
50	1195	2
50	1204	2
50	1207	2
50	1209	2
50	1210	2
50	1213	2
50	1218	2
50	1218	2
51	1165	2
51	1211	3
51	1022	3
51	1210	2
51	1195	2
51	1135	2
